iso3c	country	description	value	units	year	source
NLD	Netherlands	special_waste_hazardous_waste_tons_year	4.830495	Million tonnes per year	2014	World Bank
NLD	Netherlands	special_waste_medical_waste_tons_year	2.391871	Million tonnes per year	2014	World Bank
NOR	Norway	special_waste_agricultural_waste_tons_year	0.399805	Million tonnes per year	2014	World Bank
NOR	Norway	special_waste_construction_and_demolition_waste_tons_year	3.030449	Million tonnes per year	2014	World Bank
NOR	Norway	special_waste_e_waste_tons_year	0.15	Million tonnes per year	2016	World Bank
NOR	Norway	special_waste_hazardous_waste_tons_year	1.482	Million tonnes per year	2016	World Bank
NOR	Norway	special_waste_industrial_waste_tons_year	0.415	Million tonnes per year	2000	World Bank
NOR	Norway	special_waste_medical_waste_tons_year	1.05459	Million tonnes per year	2014	World Bank
NPL	Nepal	special_waste_e_waste_tons_year	0.023	Million tonnes per year	2016	World Bank
NPL	Nepal	special_waste_hazardous_waste_tons_year	0.005051	Million tonnes per year	2007	World Bank
NPL	Nepal	special_waste_medical_waste_tons_year	0.01340827	Million tonnes per year	2017	World Bank
NZL	New Zealand	special_waste_agricultural_waste_tons_year	0.0001325342	Million tonnes per year	2014	World Bank
NZL	New Zealand	special_waste_construction_and_demolition_waste_tons_year	3.0	Million tonnes per year	1997	World Bank
NZL	New Zealand	special_waste_e_waste_tons_year	0.095	Million tonnes per year	2016	World Bank
NZL	New Zealand	special_waste_industrial_waste_tons_year	1.75	Million tonnes per year	2000	World Bank
OMN	Oman	special_waste_construction_and_demolition_waste_tons_year	0.735341	Million tonnes per year	2009	World Bank
OMN	Oman	special_waste_e_waste_tons_year	0.059	Million tonnes per year	2016	World Bank
OMN	Oman	special_waste_hazardous_waste_tons_year	1.469835	Million tonnes per year	2015	World Bank
OMN	Oman	special_waste_medical_waste_tons_year	0.0045	Million tonnes per year	2014	World Bank
PAK	Pakistan	special_waste_agricultural_waste_tons_year	82.12	Million tonnes per year	2013	World Bank
PAK	Pakistan	special_waste_e_waste_tons_year	0.301	Million tonnes per year	2016	World Bank
PAK	Pakistan	special_waste_hazardous_waste_tons_year	1.538	Million tonnes per year	2016	World Bank
PAK	Pakistan	special_waste_medical_waste_tons_year	292.0	Million tonnes per year	2006	World Bank
PAN	Panama	special_waste_e_waste_tons_year	0.0032	Million tonnes per year	2014	World Bank
PAN	Panama	special_waste_medical_waste_tons_year	0.0030946999999999997	Million tonnes per year	2011	World Bank
PER	Peru	special_waste_e_waste_tons_year	0.182	Million tonnes per year	2016	World Bank
PER	Peru	special_waste_hazardous_waste_tons_year	0.66018017927	Million tonnes per year	2014	World Bank
PER	Peru	special_waste_medical_waste_tons_year	0.007176	Million tonnes per year	2009	World Bank
PHL	Philippines	special_waste_e_waste_tons_year	0.29	Million tonnes per year	2016	World Bank
PHL	Philippines	special_waste_hazardous_waste_tons_year	4.3322223200000005	Million tonnes per year	2015	World Bank
PLW	Palau	special_waste_e_waste_tons_year	0.0002	Million tonnes per year	2016	World Bank
PLW	Palau	special_waste_medical_waste_tons_year	1.092e-05	Million tonnes per year	2014	World Bank
PNG	Papua New Guinea	special_waste_e_waste_tons_year	0.007	Million tonnes per year	2016	World Bank
PNG	Papua New Guinea	special_waste_medical_waste_tons_year	0.000572	Million tonnes per year	2014	World Bank
POL	Poland	special_waste_agricultural_waste_tons_year	4.679634	Million tonnes per year	2014	World Bank
POL	Poland	special_waste_construction_and_demolition_waste_tons_year	135.18422	Million tonnes per year	2014	World Bank
POL	Poland	special_waste_e_waste_tons_year	0.224452	Million tonnes per year	2014	World Bank
POL	Poland	special_waste_hazardous_waste_tons_year	1.679051	Million tonnes per year	2014	World Bank
POL	Poland	special_waste_medical_waste_tons_year	2.486818	Million tonnes per year	2014	World Bank
PRI	Puerto Rico	special_waste_e_waste_tons_year	0.0009464400000000001	Million tonnes per year	2007	World Bank
PRI	Puerto Rico	special_waste_hazardous_waste_tons_year	4.92e-06	Million tonnes per year	2007	World Bank
PRT	Portugal	special_waste_agricultural_waste_tons_year	0.183064	Million tonnes per year	2014	World Bank
PRT	Portugal	special_waste_construction_and_demolition_waste_tons_year	2.743219	Million tonnes per year	2014	World Bank
PRT	Portugal	special_waste_e_waste_tons_year	0.170078	Million tonnes per year	2014	World Bank
PRT	Portugal	special_waste_hazardous_waste_tons_year	0.701228	Million tonnes per year	2014	World Bank
PRT	Portugal	special_waste_medical_waste_tons_year	0.817492	Million tonnes per year	2014	World Bank
PRY	Paraguay	special_waste_e_waste_tons_year	0.0342	Million tonnes per year	2014	World Bank
PSE	Palestine, State of	special_waste_agricultural_waste_tons_year	0.44	Million tonnes per year	2014	World Bank
PSE	Palestine, State of	special_waste_hazardous_waste_tons_year	0.062621	Million tonnes per year	2014	World Bank
PSE	Palestine, State of	special_waste_industrial_waste_tons_year	0.131344	Million tonnes per year	2011	World Bank
PSE	Palestine, State of	special_waste_medical_waste_tons_year	0.004572	Million tonnes per year	2014	World Bank
PYF	French Polynesia	special_waste_medical_waste_tons_year	0.00036	Million tonnes per year	2014	World Bank
QAT	Qatar	special_waste_construction_and_demolition_waste_tons_year	9.706885	Million tonnes per year	2014	World Bank
QAT	Qatar	special_waste_e_waste_tons_year	0.029	Million tonnes per year	2016	World Bank
QAT	Qatar	special_waste_hazardous_waste_tons_year	0.105	Million tonnes per year	2008	World Bank
QAT	Qatar	special_waste_industrial_waste_tons_year	0.064	Million tonnes per year	2008	World Bank
QAT	Qatar	special_waste_medical_waste_tons_year	0.45	Million tonnes per year	2008	World Bank
ROU	Romania	special_waste_agricultural_waste_tons_year	1.063964	Million tonnes per year	2014	World Bank
ROU	Romania	special_waste_construction_and_demolition_waste_tons_year	162.995232	Million tonnes per year	2014	World Bank
ROU	Romania	special_waste_e_waste_tons_year	0.132268	Million tonnes per year	2014	World Bank
ROU	Romania	special_waste_hazardous_waste_tons_year	0.5903	Million tonnes per year	2014	World Bank
ROU	Romania	special_waste_medical_waste_tons_year	0.915888	Million tonnes per year	2014	World Bank
RUS	Russian Federation	special_waste_e_waste_tons_year	1.392	Million tonnes per year	2016	World Bank
RUS	Russian Federation	special_waste_hazardous_waste_tons_year	110.0	Million tonnes per year	2015	World Bank
RWA	Rwanda	special_waste_e_waste_tons_year	0.0059	Million tonnes per year	2016	World Bank
SAU	Saudi Arabia	special_waste_e_waste_tons_year	0.508	Million tonnes per year	2016	World Bank
SAU	Saudi Arabia	special_waste_hazardous_waste_tons_year	0.697	Million tonnes per year	2008	World Bank
SAU	Saudi Arabia	special_waste_medical_waste_tons_year	0.025207	Million tonnes per year		World Bank
SDN	Sudan	special_waste_e_waste_tons_year	0.051	Million tonnes per year	2016	World Bank
SEN	Senegal	special_waste_e_waste_tons_year	0.015	Million tonnes per year	2016	World Bank
SGP	Singapore	special_waste_construction_and_demolition_waste_tons_year	1.6093	Million tonnes per year	2017	World Bank
SGP	Singapore	special_waste_e_waste_tons_year	0.1	Million tonnes per year	2016	World Bank
SGP	Singapore	special_waste_hazardous_waste_tons_year	0.44687	Million tonnes per year	2015	World Bank
SLB	Solomon Islands	special_waste_e_waste_tons_year	0.0004	Million tonnes per year	2016	World Bank
SLB	Solomon Islands	special_waste_medical_waste_tons_year	0.00027333999999999995	Million tonnes per year	2014	World Bank
SLE	Sierra Leone	special_waste_e_waste_tons_year	0.0034	Million tonnes per year	2016	World Bank
SLV	El Salvador	special_waste_e_waste_tons_year	0.0301	Million tonnes per year	2014	World Bank
SLV	El Salvador	special_waste_hazardous_waste_tons_year	0.016465	Million tonnes per year	2014	World Bank
SRB	Serbia	special_waste_agricultural_waste_tons_year	0.199453	Million tonnes per year	2014	World Bank
SRB	Serbia	special_waste_construction_and_demolition_waste_tons_year	46.707848	Million tonnes per year	2014	World Bank
SRB	Serbia	special_waste_e_waste_tons_year	0.014388	Million tonnes per year	2014	World Bank
SRB	Serbia	special_waste_hazardous_waste_tons_year	13.475026	Million tonnes per year	2014	World Bank
SRB	Serbia	special_waste_medical_waste_tons_year	0.032888	Million tonnes per year	2014	World Bank
STP	Sao Tome and Principe	special_waste_e_waste_tons_year	0.0002	Million tonnes per year	2016	World Bank
SUR	Suriname	special_waste_e_waste_tons_year	0.005	Million tonnes per year	2014	World Bank
SUR	Suriname	special_waste_medical_waste_tons_year	0.0012702	Million tonnes per year	2010	World Bank
SVK	Slovakia	special_waste_agricultural_waste_tons_year	0.920337	Million tonnes per year	2014	World Bank
SVK	Slovakia	special_waste_construction_and_demolition_waste_tons_year	4.023409	Million tonnes per year	2014	World Bank
SVK	Slovakia	special_waste_e_waste_tons_year	0.030911	Million tonnes per year	2014	World Bank
SVK	Slovakia	special_waste_hazardous_waste_tons_year	0.375688	Million tonnes per year	2014	World Bank
SVK	Slovakia	special_waste_medical_waste_tons_year	0.558605	Million tonnes per year	2014	World Bank
SVN	Slovenia	special_waste_agricultural_waste_tons_year	0.289773	Million tonnes per year	2014	World Bank
SVN	Slovenia	special_waste_construction_and_demolition_waste_tons_year	2.071792	Million tonnes per year	2014	World Bank
SVN	Slovenia	special_waste_e_waste_tons_year	0.026359	Million tonnes per year	2014	World Bank
SVN	Slovenia	special_waste_hazardous_waste_tons_year	0.155229	Million tonnes per year	2014	World Bank
SVN	Slovenia	special_waste_medical_waste_tons_year	0.227873	Million tonnes per year	2014	World Bank
SWE	Sweden	special_waste_agricultural_waste_tons_year	2.205186	Million tonnes per year	2014	World Bank
SWE	Sweden	special_waste_construction_and_demolition_waste_tons_year	152.012352	Million tonnes per year	2014	World Bank
SWE	Sweden	special_waste_e_waste_tons_year	0.721671	Million tonnes per year	2014	World Bank
SWE	Sweden	special_waste_hazardous_waste_tons_year	2.568154	Million tonnes per year	2014	World Bank
SWE	Sweden	special_waste_medical_waste_tons_year	1.315108	Million tonnes per year	2014	World Bank
SWZ	Eswatini	special_waste_e_waste_tons_year	0.0057	Million tonnes per year	2016	World Bank
SYC	Seychelles	special_waste_e_waste_tons_year	0.0011	Million tonnes per year	2016	World Bank
SYR	Syrian Arab Republic	special_waste_hazardous_waste_tons_year	0.068	Million tonnes per year	2008	World Bank
SYR	Syrian Arab Republic	special_waste_medical_waste_tons_year	0.0046	Million tonnes per year	2010	World Bank
TCD	Chad	special_waste_e_waste_tons_year	0.0088	Million tonnes per year	2016	World Bank
TGO	Togo	special_waste_e_waste_tons_year	0.0064	Million tonnes per year	2016	World Bank
TGO	Togo	special_waste_hazardous_waste_tons_year	0.0019	Million tonnes per year	2007	World Bank
THA	Thailand	special_waste_agricultural_waste_tons_year	82.23	Million tonnes per year	2004	World Bank
THA	Thailand	special_waste_construction_and_demolition_waste_tons_year	1.1	Million tonnes per year	2005	World Bank
THA	Thailand	special_waste_e_waste_tons_year	0.384233	Million tonnes per year	2015	World Bank
THA	Thailand	special_waste_hazardous_waste_tons_year	3.445	Million tonnes per year	2015	World Bank
THA	Thailand	special_waste_industrial_waste_tons_year	37.4	Million tonnes per year	2015	World Bank
THA	Thailand	special_waste_medical_waste_tons_year	0.053868	Million tonnes per year	2015	World Bank
TKM	Turkmenistan	special_waste_e_waste_tons_year	0.022	Million tonnes per year	2015	World Bank
TKM	Turkmenistan	special_waste_hazardous_waste_tons_year	0.001	Million tonnes per year	2012	World Bank
TKM	Turkmenistan	special_waste_industrial_waste_tons_year	0.0323	Million tonnes per year	2012	World Bank
TLS	Timor-Leste	special_waste_e_waste_tons_year	0.0036	Million tonnes per year	2016	World Bank
TLS	Timor-Leste	special_waste_medical_waste_tons_year	5.366e-05	Million tonnes per year	2014	World Bank
TON	Tonga	special_waste_e_waste_tons_year	0.0003	Million tonnes per year	2016	World Bank
TON	Tonga	special_waste_medical_waste_tons_year	0.00010223	Million tonnes per year	2014	World Bank
TTO	Trinidad and Tobago	special_waste_e_waste_tons_year	7.107e-05	Million tonnes per year	2008	World Bank
TTO	Trinidad and Tobago	special_waste_hazardous_waste_tons_year	0.1239141	Million tonnes per year	2015	World Bank
TTO	Trinidad and Tobago	special_waste_medical_waste_tons_year	0.000250753	Million tonnes per year	2008	World Bank
TUN	Tunisia	special_waste_agricultural_waste_tons_year	4.033	Million tonnes per year	2014	World Bank
TUN	Tunisia	special_waste_e_waste_tons_year	0.09	Million tonnes per year	2014	World Bank
TUN	Tunisia	special_waste_hazardous_waste_tons_year	0.15	Million tonnes per year	2014	World Bank
TUN	Tunisia	special_waste_industrial_waste_tons_year	0.116	Million tonnes per year	2014	World Bank
TUN	Tunisia	special_waste_medical_waste_tons_year	0.016	Million tonnes per year	2014	World Bank
TUR	Turkey	special_waste_e_waste_tons_year	0.623	Million tonnes per year	2016	World Bank
TUR	Turkey	special_waste_hazardous_waste_tons_year	3.432426	Million tonnes per year	2014	World Bank
TUV	Tuvalu	special_waste_e_waste_tons_year	1e-05	Million tonnes per year	2016	World Bank
TUV	Tuvalu	special_waste_medical_waste_tons_year	5.7199999999999994e-06	Million tonnes per year	2014	World Bank
TWN	Taiwan, Province of China	special_waste_e_waste_tons_year	0.014036	Million tonnes per year	2003	World Bank
TZA	Tanzania, United Republic of	special_waste_e_waste_tons_year	0.038	Million tonnes per year	2016	World Bank
UGA	Uganda	special_waste_e_waste_tons_year	0.025	Million tonnes per year	2016	World Bank
UKR	Ukraine	special_waste_agricultural_waste_tons_year	8.6	Million tonnes per year	2015	World Bank
UKR	Ukraine	special_waste_construction_and_demolition_waste_tons_year	1.4	Million tonnes per year	2015	World Bank
UKR	Ukraine	special_waste_e_waste_tons_year	0.277	Million tonnes per year	2016	World Bank
UKR	Ukraine	special_waste_hazardous_waste_tons_year	448.0	Million tonnes per year	2015	World Bank
UKR	Ukraine	special_waste_industrial_waste_tons_year	0.587	Million tonnes per year	2015	World Bank
URY	Uruguay	special_waste_e_waste_tons_year	0.037	Million tonnes per year	2016	World Bank
USA	United States of America	special_waste_construction_and_demolition_waste_tons_year	534.0	Million tonnes per year	2014	World Bank
USA	United States of America	special_waste_e_waste_tons_year	2.44	Million tonnes per year	2010	World Bank
USA	United States of America	special_waste_hazardous_waste_tons_year	28.8	Million tonnes per year	2011	World Bank
USA	United States of America	special_waste_industrial_waste_tons_year	7600.0	Million tonnes per year	2016	World Bank
USA	United States of America	special_waste_medical_waste_tons_year	2.6	Million tonnes per year	2012	World Bank
VCT	Saint Vincent and the Grenadines	special_waste_e_waste_tons_year	0.0009	Million tonnes per year	2016	World Bank
VEN	Venezuela (Bolivarian Republic of)	special_waste_e_waste_tons_year	0.2327	Million tonnes per year	2014	World Bank
VEN	Venezuela (Bolivarian Republic of)	special_waste_hazardous_waste_tons_year	0.123157	Million tonnes per year	2010	World Bank
VNM	Viet Nam	special_waste_e_waste_tons_year	0.141	Million tonnes per year	2016	World Bank
VNM	Viet Nam	special_waste_hazardous_waste_tons_year	2.9951535	Million tonnes per year	2010	World Bank
VNM	Viet Nam	special_waste_industrial_waste_tons_year	9.6	Million tonnes per year	2015	World Bank
VNM	Viet Nam	special_waste_medical_waste_tons_year	0.2	Million tonnes per year	2015	World Bank
VUT	Vanuatu	special_waste_e_waste_tons_year	0.0003	Million tonnes per year	2016	World Bank
VUT	Vanuatu	special_waste_medical_waste_tons_year	0.0001391	Million tonnes per year	2014	World Bank
